Ent Station,Ext Station,"Riders, Average Weekday, May 2012"
Naylor Road,Navy Yard,44.2
Naylor Road,Naylor Road,5
Naylor Road,New Carrollton,18.3
Naylor Road,New York Ave,23.6
Naylor Road,Pentagon,53.1
Naylor Road,Pentagon City,21.9
Naylor Road,Potomac Avenue,1.5
Naylor Road,Prince George's Plaza,16.8
Naylor Road,Reagan Washington National Airport,5.9
Naylor Road,Rhode Island Avenue,18.5
Naylor Road,Rockville,3.5
Naylor Road,Rosslyn,20.8
Naylor Road,Shady Grove,6.8
Naylor Road,Shaw-Howard University,30.7
Naylor Road,Silver Spring,26.6
Naylor Road,Smithsonian,30.5
Naylor Road,Southern Avenue,16.4
Naylor Road,Stadium-Armory,5.5
Naylor Road,Suitland,27.3
Naylor Road,Takoma,8.9
Naylor Road,Tenleytown-AU,17
Naylor Road,Twinbrook,9.3
Naylor Road,U Street-Cardozo,28.9
Naylor Road,Union Station,56.5
Naylor Road,Van Dorn Street,3.8
Naylor Road,Van Ness-UDC,9.8
Naylor Road,Vienna,7.5
Naylor Road,Virginia Square-GMU,2.6
Naylor Road,Waterfront,20.5
Naylor Road,West Falls Church,15.3
Naylor Road,West Hyattsville,4.4
Naylor Road,Wheaton,4
Naylor Road,White Flint,9.1
Naylor Road,Woodley Park-Zoo,7.3
New Carrollton,Addison Road,11.1
New Carrollton,Anacostia,22.2
New Carrollton,Archives-Navy Memorial,120
New Carrollton,Arlington Cemetery,10
New Carrollton,Ballston,134.7
New Carrollton,Benning Road,5.5
New Carrollton,Bethesda,43.4
New Carrollton,Braddock Road,12.1
New Carrollton,Branch Avenue,9.1
New Carrollton,Brookland,11
New Carrollton,Capitol Heights,3.5
New Carrollton,Capitol South,184.3
New Carrollton,Cheverly,11.3
New Carrollton,Clarendon,27.4
New Carrollton,Cleveland Park,3.5
New Carrollton,College Park-U of MD,1
New Carrollton,Columbia Heights,9.5
New Carrollton,Congress Heights,5.7
New Carrollton,Court House,54.2
New Carrollton,Crystal City,134.9
New Carrollton,Deanwood,18.8
New Carrollton,Dunn Loring,44.5
New Carrollton,Dupont Circle,92.5
New Carrollton,East Falls Church,10.2
New Carrollton,Eastern Market,71.3
New Carrollton,Eisenhower Avenue,11.9
New Carrollton,Farragut North,55.1
New Carrollton,Farragut West,716.1
New Carrollton,Federal Center SW,374.6
New Carrollton,Federal Triangle,408.2
New Carrollton,Foggy Bottom,310.4
New Carrollton,Forest Glen,2.1
New Carrollton,Fort Totten,2.4
New Carrollton,Franconia-Springfield,16.2
New Carrollton,Friendship Heights,35.4
New Carrollton,Gallery Place-Chinatown,153.5
New Carrollton,Georgia Avenue-Petworth,9.9
New Carrollton,Glenmont,1.6
New Carrollton,Greenbelt,1.8
New Carrollton,Grosvenor,4.6
New Carrollton,Huntington,5.4
New Carrollton,Judiciary Square,81.2
New Carrollton,King Street,33.3
New Carrollton,Landover,15.7
New Carrollton,Largo Town Center,7
New Carrollton,L'Enfant Plaza,538
New Carrollton,McPherson Square,484.6
New Carrollton,Medical Center,53.6
New Carrollton,Metro Center,402.1
New Carrollton,Minnesota Avenue,65.4
New Carrollton,Morgan Blvd.,14.2
New Carrollton,Mt. Vernon Square-UDC,14.9
New Carrollton,Navy Yard,66.9
New Carrollton,Naylor Road,5.2
New Carrollton,New Carrollton,13
New Carrollton,New York Ave,32
New Carrollton,Pentagon,207.2
New Carrollton,Pentagon City,68.8
New Carrollton,Potomac Avenue,25.9
New Carrollton,Prince George's Plaza,0.9
New Carrollton,Reagan Washington National Airport,20.9
New Carrollton,Rhode Island Avenue,6.8
New Carrollton,Rockville,11.7
New Carrollton,Rosslyn,224.4
New Carrollton,Shady Grove,9.7
New Carrollton,Shaw-Howard University,13.9
New Carrollton,Silver Spring,13.9
New Carrollton,Smithsonian,352.1
New Carrollton,Southern Avenue,10.2
New Carrollton,Stadium-Armory,25.7
New Carrollton,Suitland,12.2
New Carrollton,Takoma,3
New Carrollton,Tenleytown-AU,27.9
New Carrollton,Twinbrook,14.5
New Carrollton,U Street-Cardozo,10.6
New Carrollton,Union Station,68.5
New Carrollton,Van Dorn Street,2.7
New Carrollton,Van Ness-UDC,11.6
New Carrollton,Vienna,19.8
New Carrollton,Virginia Square-GMU,37.7
New Carrollton,Waterfront,21
New Carrollton,West Falls Church,61.5
New Carrollton,West Hyattsville,0.9
New Carrollton,Wheaton,3.7
New Carrollton,White Flint,18.7
New Carrollton,Woodley Park-Zoo,27.1
New York Ave,Addison Road,1.9
New York Ave,Anacostia,12.9
New York Ave,Archives-Navy Memorial,6.5
New York Ave,Arlington Cemetery,2.3
New York Ave,Ballston,15.3
New York Ave,Benning Road,2.5
New York Ave,Bethesda,48.4
New York Ave,Braddock Road,4.7
New York Ave,Branch Avenue,1.9
New York Ave,Brookland,37.5
New York Ave,Capitol Heights,3.3
New York Ave,Capitol South,12.8
New York Ave,Cheverly,0.2
New York Ave,Clarendon,7.5
New York Ave,Cleveland Park,4.4
New York Ave,College Park-U of MD,7
New York Ave,Columbia Heights,12.6
New York Ave,Congress Heights,2.7
New York Ave,Court House,6.2
New York Ave,Crystal City,16.6
New York Ave,Deanwood,2.3
New York Ave,Dunn Loring,5.7
New York Ave,Dupont Circle,67.9
New York Ave,East Falls Church,2.9
New York Ave,Eastern Market,4.1
New York Ave,Eisenhower Avenue,1.7
New York Ave,Farragut North,277.7
New York Ave,Farragut West,14.7
New York Ave,Federal Center SW,14.2
New York Ave,Federal Triangle,15.7
New York Ave,Foggy Bottom,61.7
New York Ave,Forest Glen,1.2
New York Ave,Fort Totten,22.8
New York Ave,Franconia-Springfield,3.4
New York Ave,Friendship Heights,17.2
New York Ave,Gallery Place-Chinatown,57.5
New York Ave,Georgia Avenue-Petworth,9.8
New York Ave,Glenmont,3.2
New York Ave,Greenbelt,5.4
New York Ave,Grosvenor,1.6
New York Ave,Huntington,2.4
New York Ave,Judiciary Square,65.9
New York Ave,King Street,12.2
New York Ave,Landover,0.8
New York Ave,Largo Town Center,4
New York Ave,L'Enfant Plaza,44.5
New York Ave,McPherson Square,30.5
New York Ave,Medical Center,28.3
New York Ave,Metro Center,129.8
New York Ave,Minnesota Avenue,3.1
New York Ave,Morgan Blvd.,1.3
New York Ave,Mt. Vernon Square-UDC,7.7
New York Ave,Navy Yard,12.9
New York Ave,Naylor Road,1.6
New York Ave,New Carrollton,5.4
New York Ave,New York Ave,13
New York Ave,Pentagon,15.9
New York Ave,Pentagon City,7.2
New York Ave,Potomac Avenue,4.6
New York Ave,Prince George's Plaza,7.6
New York Ave,Reagan Washington National Airport,13
New York Ave,Rhode Island Avenue,25.6
New York Ave,Rockville,6.8
New York Ave,Rosslyn,24.5
New York Ave,Shady Grove,10.7
New York Ave,Shaw-Howard University,2.6
New York Ave,Silver Spring,54.4
New York Ave,Smithsonian,29.2
New York Ave,Southern Avenue,3.7
New York Ave,Stadium-Armory,2
New York Ave,Suitland,6.5
New York Ave,Takoma,23.6
New York Ave,Tenleytown-AU,33.8
New York Ave,Twinbrook,12.1
New York Ave,U Street-Cardozo,7.7
New York Ave,Union Station,102.6
New York Ave,Van Dorn Street,1.5
New York Ave,Van Ness-UDC,8.3
New York Ave,Vienna,2.6
New York Ave,Virginia Square-GMU,5
New York Ave,Waterfront,4.2
New York Ave,West Falls Church,6
New York Ave,West Hyattsville,1.4
New York Ave,Wheaton,6
New York Ave,White Flint,8.7
New York Ave,Woodley Park-Zoo,6.1
Pentagon,Addison Road,4
Pentagon,Anacostia,30.6
Pentagon,Archives-Navy Memorial,389
Pentagon,Arlington Cemetery,14.8
Pentagon,Ballston,67.4
Pentagon,Benning Road,3.5
Pentagon,Bethesda,46.9
Pentagon,Braddock Road,20
Pentagon,Branch Avenue,10.6
Pentagon,Brookland,30.3
Pentagon,Capitol Heights,1.6
Pentagon,Capitol South,155.4
Pentagon,Cheverly,6.3
Pentagon,Clarendon,28.7
Pentagon,Cleveland Park,4
Pentagon,College Park-U of MD,17.6
Pentagon,Columbia Heights,45.9
Pentagon,Congress Heights,3.5
Pentagon,Court House,50.8
Pentagon,Crystal City,205.3
Pentagon,Deanwood,7
Pentagon,Dunn Loring,14.4
Pentagon,Dupont Circle,96.2
Pentagon,East Falls Church,4.9
Pentagon,Eastern Market,36.3
Pentagon,Eisenhower Avenue,35.6
Pentagon,Farragut North,33.4
Pentagon,Farragut West,707.5
Pentagon,Federal Center SW,108.4
Pentagon,Federal Triangle,155.5
Pentagon,Foggy Bottom,432.2
Pentagon,Forest Glen,1
Pentagon,Fort Totten,11.5
Pentagon,Franconia-Springfield,27.4
Pentagon,Friendship Heights,36.9
Pentagon,Gallery Place-Chinatown,457.8
Pentagon,Georgia Avenue-Petworth,13.4
Pentagon,Glenmont,4.5
Pentagon,Greenbelt,9.5
Pentagon,Grosvenor,3.8
Pentagon,Huntington,21.3
Pentagon,Judiciary Square,85.7
Pentagon,King Street,58.5
Pentagon,Landover,3.1
Pentagon,Largo Town Center,3
Pentagon,L'Enfant Plaza,691.3
Pentagon,McPherson Square,451.6
Pentagon,Medical Center,45.2
Pentagon,Metro Center,212.1
Pentagon,Minnesota Avenue,5.8
Pentagon,Morgan Blvd.,4.1
Pentagon,Mt. Vernon Square-UDC,35.7
Pentagon,Navy Yard,179.4
Pentagon,Naylor Road,3.4
Pentagon,New Carrollton,20.6
Pentagon,New York Ave,100.8
Pentagon,Pentagon,12
Pentagon,Pentagon City,69.2
Pentagon,Potomac Avenue,15.2
Pentagon,Prince George's Plaza,11.8
Pentagon,Reagan Washington National Airport,54.6
Pentagon,Rhode Island Avenue,12.6
Pentagon,Rockville,5.3
Pentagon,Rosslyn,310.8
Pentagon,Shady Grove,7.3
Pentagon,Shaw-Howard University,25.9
Pentagon,Silver Spring,50.7
Pentagon,Smithsonian,74.9
Pentagon,Southern Avenue,9.5
Pentagon,Stadium-Armory,10.2
Pentagon,Suitland,30.2
Pentagon,Takoma,3.7
Pentagon,Tenleytown-AU,31.4
Pentagon,Twinbrook,5.8
Pentagon,U Street-Cardozo,25.5
Pentagon,Union Station,312
Pentagon,Van Dorn Street,6.5
Pentagon,Van Ness-UDC,22.5
Pentagon,Vienna,12.6
Pentagon,Virginia Square-GMU,16.8
Pentagon,Waterfront,30
Pentagon,West Falls Church,23.4
Pentagon,West Hyattsville,1.6
Pentagon,Wheaton,2.6
Pentagon,White Flint,11.5
Pentagon,Woodley Park-Zoo,18.3
Pentagon City,Addison Road,1.6
Pentagon City,Anacostia,13.2
Pentagon City,Archives-Navy Memorial,337.5
Pentagon City,Arlington Cemetery,15.1
Pentagon City,Ballston,38.5
Pentagon City,Benning Road,2.3
Pentagon City,Bethesda,45.7
Pentagon City,Braddock Road,15.5
Pentagon City,Branch Avenue,4.2
Pentagon City,Brookland,22.4
Pentagon City,Capitol Heights,1
Pentagon City,Capitol South,155.1
Pentagon City,Cheverly,3
Pentagon City,Clarendon,21.9
Pentagon City,Cleveland Park,4.1
Pentagon City,College Park-U of MD,13.4
Pentagon City,Columbia Heights,29.7
Pentagon City,Congress Heights,3.5
Pentagon City,Court House,31.4
Pentagon City,Crystal City,129.8
Pentagon City,Deanwood,0.6
Pentagon City,Dunn Loring,16.3
Pentagon City,Dupont Circle,85.8
Pentagon City,East Falls Church,3.4
Pentagon City,Eastern Market,19.9
Pentagon City,Eisenhower Avenue,21.4
Pentagon City,Farragut North,27.4
Pentagon City,Farragut West,741.6
Pentagon City,Federal Center SW,84.7
Pentagon City,Federal Triangle,157.6
Pentagon City,Foggy Bottom,423.7
Pentagon City,Forest Glen,1.3
Pentagon City,Fort Totten,2.7
Pentagon City,Franconia-Springfield,28
Pentagon City,Friendship Heights,25.9
Pentagon City,Gallery Place-Chinatown,337.3
Pentagon City,Georgia Avenue-Petworth,7.4
Pentagon City,Glenmont,1.5
Pentagon City,Greenbelt,6.5
Pentagon City,Grosvenor,1.5
Pentagon City,Huntington,21.7
Pentagon City,Judiciary Square,64
Pentagon City,King Street,108.8
Pentagon City,Landover,0.5
Pentagon City,Largo Town Center,1.2
Pentagon City,L'Enfant Plaza,566.5
Pentagon City,McPherson Square,414.2
Pentagon City,Medical Center,28.2
Pentagon City,Metro Center,197.1
Pentagon City,Minnesota Avenue,4.1
Pentagon City,Morgan Blvd.,1.5
Pentagon City,Mt. Vernon Square-UDC,30.9
Pentagon City,Navy Yard,129.1
Pentagon City,Naylor Road,1.6
Pentagon City,New Carrollton,14.4
Pentagon City,New York Ave,58.9
Pentagon City,Pentagon,235.1
Pentagon City,Pentagon City,8.5
Pentagon City,Potomac Avenue,4.8
Pentagon City,Prince George's Plaza,7.5
Pentagon City,Reagan Washington National Airport,60.7
Pentagon City,Rhode Island Avenue,6.4
Pentagon City,Rockville,8.2
Pentagon City,Rosslyn,241.5
Pentagon City,Shady Grove,5.6
Pentagon City,Shaw-Howard University,11.7
Pentagon City,Silver Spring,44.5
Pentagon City,Smithsonian,81.6
Pentagon City,Southern Avenue,4.2
Pentagon City,Stadium-Armory,8.1
Pentagon City,Suitland,30.8
Pentagon City,Takoma,3.5
Pentagon City,Tenleytown-AU,32
Pentagon City,Twinbrook,3.1
Pentagon City,U Street-Cardozo,16.1
Pentagon City,Union Station,263.1
Pentagon City,Van Dorn Street,9.1
Pentagon City,Van Ness-UDC,18.1
Pentagon City,Vienna,10.7
Pentagon City,Virginia Square-GMU,8.3
Pentagon City,Waterfront,11.7
Pentagon City,West Falls Church,26
Pentagon City,West Hyattsville,2.8
Pentagon City,Wheaton,1.5
Pentagon City,White Flint,7.1
Pentagon City,Woodley Park-Zoo,16.6
Potomac Avenue,Addison Road,11.5
Potomac Avenue,Anacostia,5.3
Potomac Avenue,Archives-Navy Memorial,22.3
Potomac Avenue,Arlington Cemetery,0.5
Potomac Avenue,Ballston,39.5
Potomac Avenue,Benning Road,11.1
Potomac Avenue,Bethesda,21.2
Potomac Avenue,Braddock Road,5.6
Potomac Avenue,Branch Avenue,1.1
Potomac Avenue,Brookland,26.4
Potomac Avenue,Capitol Heights,6.4
Potomac Avenue,Capitol South,52.4
Potomac Avenue,Cheverly,4.5
Potomac Avenue,Clarendon,4.5
Potomac Avenue,Cleveland Park,3.4
Potomac Avenue,College Park-U of MD,2
Potomac Avenue,Columbia Heights,24.9
Potomac Avenue,Congress Heights,1.9
Potomac Avenue,Court House,13.9
Potomac Avenue,Crystal City,30.7
Potomac Avenue,Deanwood,7.3
Potomac Avenue,Dunn Loring,8.9
Potomac Avenue,Dupont Circle,52.1
Potomac Avenue,East Falls Church,3
Potomac Avenue,Eastern Market,9.2
Potomac Avenue,Eisenhower Avenue,1.8
Potomac Avenue,Farragut North,23.2
Potomac Avenue,Farragut West,261.4
Potomac Avenue,Federal Center SW,51.5
Potomac Avenue,Federal Triangle,74.9
Potomac Avenue,Foggy Bottom,145.4
Potomac Avenue,Forest Glen,1.1
Potomac Avenue,Fort Totten,13
Potomac Avenue,Franconia-Springfield,7.3
Potomac Avenue,Friendship Heights,16.1
Potomac Avenue,Gallery Place-Chinatown,37.5
Potomac Avenue,Georgia Avenue-Petworth,14.2
Potomac Avenue,Glenmont,1
Potomac Avenue,Greenbelt,3.5
Potomac Avenue,Grosvenor,2.5
Potomac Avenue,Huntington,6.9
Potomac Avenue,Judiciary Square,23.3
Potomac Avenue,King Street,19
Potomac Avenue,Landover,5.9
Potomac Avenue,Largo Town Center,13.3
Potomac Avenue,L'Enfant Plaza,64.1
Potomac Avenue,McPherson Square,146.1
Potomac Avenue,Medical Center,17.9
Potomac Avenue,Metro Center,111.8
Potomac Avenue,Minnesota Avenue,53.6
Potomac Avenue,Morgan Blvd.,4.7
Potomac Avenue,Mt. Vernon Square-UDC,9.6
Potomac Avenue,Navy Yard,2.4
Potomac Avenue,Naylor Road,0.6
Potomac Avenue,New Carrollton,39.3
Potomac Avenue,New York Ave,15.5
Potomac Avenue,Pentagon,33.7
Potomac Avenue,Pentagon City,15.4
Potomac Avenue,Potomac Avenue,6.7
Potomac Avenue,Prince George's Plaza,3.5
Potomac Avenue,Reagan Washington National Airport,13.7
Potomac Avenue,Rhode Island Avenue,15.8
Potomac Avenue,Rockville,4.4
Potomac Avenue,Rosslyn,60.1
Potomac Avenue,Shady Grove,5
Potomac Avenue,Shaw-Howard University,22.5
Potomac Avenue,Silver Spring,16.2
Potomac Avenue,Smithsonian,58.5
Potomac Avenue,Southern Avenue,1.6
Potomac Avenue,Stadium-Armory,20
Potomac Avenue,Suitland,5.7
Potomac Avenue,Takoma,6.2
Potomac Avenue,Tenleytown-AU,31.9
Potomac Avenue,Twinbrook,5
Potomac Avenue,U Street-Cardozo,20.4
Potomac Avenue,Union Station,32.9
Potomac Avenue,Van Dorn Street,3.9
Potomac Avenue,Van Ness-UDC,10
Potomac Avenue,Vienna,10.3
Potomac Avenue,Virginia Square-GMU,4.8
Potomac Avenue,Waterfront,7.2
Potomac Avenue,West Falls Church,22.3
Potomac Avenue,West Hyattsville,0.8
Potomac Avenue,Wheaton,4.7
Potomac Avenue,White Flint,9
Potomac Avenue,Woodley Park-Zoo,10.6
Prince George's Plaza,Addison Road,6.6
Prince George's Plaza,Anacostia,15.7
Prince George's Plaza,Archives-Navy Memorial,92.8
Prince George's Plaza,Arlington Cemetery,0.5
Prince George's Plaza,Ballston,22.7
Prince George's Plaza,Benning Road,5.3
Prince George's Plaza,Bethesda,10.3
Prince George's Plaza,Braddock Road,5.3
Prince George's Plaza,Branch Avenue,9
Prince George's Plaza,Brookland,18
Prince George's Plaza,Capitol Heights,0.6
Prince George's Plaza,Capitol South,34.2
Prince George's Plaza,Cheverly,0.1
Prince George's Plaza,Clarendon,6.7
Prince George's Plaza,Cleveland Park,3.8
Prince George's Plaza,College Park-U of MD,16.7
Prince George's Plaza,Columbia Heights,102.8
Prince George's Plaza,Congress Heights,3.9
Prince George's Plaza,Court House,6.6
Prince George's Plaza,Crystal City,32.4
Prince George's Plaza,Deanwood,1.3
Prince George's Plaza,Dunn Loring,7
Prince George's Plaza,Dupont Circle,60.9
Prince George's Plaza,East Falls Church,3.5
Prince George's Plaza,Eastern Market,7.2
Prince George's Plaza,Eisenhower Avenue,3.4
Prince George's Plaza,Farragut North,168
Prince George's Plaza,Farragut West,52.4
Prince George's Plaza,Federal Center SW,24.4
Prince George's Plaza,Federal Triangle,31.8
Prince George's Plaza,Foggy Bottom,55.9
Prince George's Plaza,Forest Glen,2.5
Prince George's Plaza,Fort Totten,37.8
Prince George's Plaza,Franconia-Springfield,5.6
Prince George's Plaza,Friendship Heights,15.7
Prince George's Plaza,Gallery Place-Chinatown,135.4
Prince George's Plaza,Georgia Avenue-Petworth,33.6
Prince George's Plaza,Glenmont,7.6
Prince George's Plaza,Greenbelt,37
Prince George's Plaza,Grosvenor,0.6
Prince George's Plaza,Huntington,3.9
Prince George's Plaza,Judiciary Square,31.9
Prince George's Plaza,King Street,21.3
Prince George's Plaza,Landover,1.7
Prince George's Plaza,Largo Town Center,3.4
Prince George's Plaza,L'Enfant Plaza,167
Prince George's Plaza,McPherson Square,62
Prince George's Plaza,Medical Center,12.2
Prince George's Plaza,Metro Center,86.2
Prince George's Plaza,Minnesota Avenue,1.5
Prince George's Plaza,Morgan Blvd.,4.3
Prince George's Plaza,Mt. Vernon Square-UDC,44
Prince George's Plaza,Navy Yard,39
Prince George's Plaza,Naylor Road,4.6
Prince George's Plaza,New Carrollton,1.3
Prince George's Plaza,New York Ave,28.1
Prince George's Plaza,Pentagon,21.9
Prince George's Plaza,Pentagon City,19.6
Prince George's Plaza,Potomac Avenue,2.1
Prince George's Plaza,Prince George's Plaza,5.5
Prince George's Plaza,Reagan Washington National Airport,15.7
Prince George's Plaza,Rhode Island Avenue,10
Prince George's Plaza,Rockville,4.1
Prince George's Plaza,Rosslyn,42.7
Prince George's Plaza,Shady Grove,10.5
Prince George's Plaza,Shaw-Howard University,33.3
Prince George's Plaza,Silver Spring,47.1
Prince George's Plaza,Smithsonian,32.8
Prince George's Plaza,Southern Avenue,10.6
Prince George's Plaza,Stadium-Armory,2.5
Prince George's Plaza,Suitland,16.6
Prince George's Plaza,Takoma,7.4
Prince George's Plaza,Tenleytown-AU,10.5
Prince George's Plaza,Twinbrook,3.3
Prince George's Plaza,U Street-Cardozo,54.3
Prince George's Plaza,Union Station,110.2
Prince George's Plaza,Van Dorn Street,1.1
Prince George's Plaza,Van Ness-UDC,13.8
Prince George's Plaza,Vienna,4.3
Prince George's Plaza,Virginia Square-GMU,3.3
Prince George's Plaza,Waterfront,18.2
Prince George's Plaza,West Falls Church,6.3
Prince George's Plaza,West Hyattsville,6.5
Prince George's Plaza,Wheaton,10
Prince George's Plaza,White Flint,3.8
Prince George's Plaza,Woodley Park-Zoo,10.5
Reagan Washington National Airport,Addison Road,1.6
Reagan Washington National Airport,Anacostia,5.1
Reagan Washington National Airport,Archives-Navy Memorial,18.4
Reagan Washington National Airport,Arlington Cemetery,3.1
Reagan Washington National Airport,Ballston,15.3
Reagan Washington National Airport,Benning Road,0.9
Reagan Washington National Airport,Bethesda,10.9
Reagan Washington National Airport,Braddock Road,8.4
Reagan Washington National Airport,Branch Avenue,1.9
Reagan Washington National Airport,Brookland,2.5
Reagan Washington National Airport,Capitol Heights,0.4
Reagan Washington National Airport,Capitol South,9.8
Reagan Washington National Airport,Cheverly,0.3
Reagan Washington National Airport,Clarendon,3.1
Reagan Washington National Airport,Cleveland Park,1.6
Reagan Washington National Airport,College Park-U of MD,3.3
Reagan Washington National Airport,Columbia Heights,9.8
Reagan Washington National Airport,Congress Heights,3.1
Reagan Washington National Airport,Court House,7.3
Reagan Washington National Airport,Crystal City,32.2
Reagan Washington National Airport,Deanwood,1.4
Reagan Washington National Airport,Dunn Loring,3.5
Reagan Washington National Airport,Dupont Circle,13.3
Reagan Washington National Airport,East Falls Church,1.9
Reagan Washington National Airport,Eastern Market,4
Reagan Washington National Airport,Eisenhower Avenue,2.9
Reagan Washington National Airport,Farragut North,5.6
Reagan Washington National Airport,Farragut West,44.2
Reagan Washington National Airport,Federal Center SW,6
Reagan Washington National Airport,Federal Triangle,10.4
Reagan Washington National Airport,Foggy Bottom,31.7
Reagan Washington National Airport,Forest Glen,1
Reagan Washington National Airport,Fort Totten,6.4
Reagan Washington National Airport,Franconia-Springfield,17.4
Reagan Washington National Airport,Friendship Heights,4.8
Reagan Washington National Airport,Gallery Place-Chinatown,27.3
Reagan Washington National Airport,Georgia Avenue-Petworth,4.7
Reagan Washington National Airport,Glenmont,2.5
Reagan Washington National Airport,Greenbelt,2.2
Reagan Washington National Airport,Grosvenor,2.4
Reagan Washington National Airport,Huntington,12
Reagan Washington National Airport,Judiciary Square,3.3
Reagan Washington National Airport,King Street,21.8
Reagan Washington National Airport,Landover,0.2
Reagan Washington National Airport,Largo Town Center,2
Reagan Washington National Airport,L'Enfant Plaza,43.6
Reagan Washington National Airport,McPherson Square,33.1
Reagan Washington National Airport,Medical Center,3.8
Reagan Washington National Airport,Metro Center,23.6
Reagan Washington National Airport,Minnesota Avenue,1.7
Reagan Washington National Airport,Morgan Blvd.,1
Reagan Washington National Airport,Mt. Vernon Square-UDC,7.7
Reagan Washington National Airport,Navy Yard,14.7
Reagan Washington National Airport,Naylor Road,2
Reagan Washington National Airport,New Carrollton,3.4
Reagan Washington National Airport,New York Ave,5.1
Reagan Washington National Airport,Pentagon,30.4
Reagan Washington National Airport,Pentagon City,18.2
Reagan Washington National Airport,Potomac Avenue,0.9
Reagan Washington National Airport,Prince George's Plaza,2
Reagan Washington National Airport,Reagan Washington National Airport,19.4
