Ent Station,Ext Station,"Riders, Average Weekday, May 2012"
L'Enfant Plaza,McPherson Square,225.9
L'Enfant Plaza,Medical Center,19.4
L'Enfant Plaza,Metro Center,117.2
L'Enfant Plaza,Minnesota Avenue,18.5
L'Enfant Plaza,Morgan Blvd.,3.3
L'Enfant Plaza,Mt. Vernon Square-UDC,23.4
L'Enfant Plaza,Navy Yard,286
L'Enfant Plaza,Naylor Road,5
L'Enfant Plaza,New Carrollton,27.4
L'Enfant Plaza,New York Ave,35
L'Enfant Plaza,Pentagon,194
L'Enfant Plaza,Pentagon City,63.8
L'Enfant Plaza,Potomac Avenue,3.9
L'Enfant Plaza,Prince George's Plaza,16.9
L'Enfant Plaza,Reagan Washington National Airport,32.1
L'Enfant Plaza,Rhode Island Avenue,9.2
L'Enfant Plaza,Rockville,3.1
L'Enfant Plaza,Rosslyn,64
L'Enfant Plaza,Shady Grove,2.4
L'Enfant Plaza,Shaw-Howard University,23.7
L'Enfant Plaza,Silver Spring,17.9
L'Enfant Plaza,Smithsonian,35.3
L'Enfant Plaza,Southern Avenue,5.8
L'Enfant Plaza,Stadium-Armory,14.2
L'Enfant Plaza,Suitland,24.7
L'Enfant Plaza,Takoma,3.2
L'Enfant Plaza,Tenleytown-AU,21
L'Enfant Plaza,Twinbrook,3.4
L'Enfant Plaza,U Street-Cardozo,16.6
L'Enfant Plaza,Union Station,66.5
L'Enfant Plaza,Van Dorn Street,5
L'Enfant Plaza,Van Ness-UDC,7.3
L'Enfant Plaza,Vienna,9
L'Enfant Plaza,Virginia Square-GMU,13.8
L'Enfant Plaza,Waterfront,26.1
L'Enfant Plaza,West Falls Church,16.4
L'Enfant Plaza,West Hyattsville,2.1
L'Enfant Plaza,Wheaton,2.1
L'Enfant Plaza,White Flint,5.9
L'Enfant Plaza,Woodley Park-Zoo,10
McPherson Square,Addison Road,3.5
McPherson Square,Anacostia,6.5
McPherson Square,Archives-Navy Memorial,3.9
McPherson Square,Arlington Cemetery,10
McPherson Square,Ballston,125.3
McPherson Square,Benning Road,3.5
McPherson Square,Bethesda,4.1
McPherson Square,Braddock Road,9.5
McPherson Square,Branch Avenue,1.5
McPherson Square,Brookland,3.7
McPherson Square,Capitol Heights,2.4
McPherson Square,Capitol South,118.5
McPherson Square,Cheverly,3.5
McPherson Square,Clarendon,20.5
McPherson Square,Cleveland Park,0.6
McPherson Square,College Park-U of MD,1.2
McPherson Square,Columbia Heights,0.8
McPherson Square,Congress Heights,2.5
McPherson Square,Court House,78.1
McPherson Square,Crystal City,46.9
McPherson Square,Deanwood,1.8
McPherson Square,Dunn Loring,22.5
McPherson Square,Dupont Circle,2
McPherson Square,East Falls Church,10
McPherson Square,Eastern Market,23.7
McPherson Square,Eisenhower Avenue,1.9
McPherson Square,Farragut North,0.5
McPherson Square,Farragut West,39.9
McPherson Square,Federal Center SW,78.3
McPherson Square,Federal Triangle,31.3
McPherson Square,Foggy Bottom,104
McPherson Square,Forest Glen,0.1
McPherson Square,Fort Totten,0.7
McPherson Square,Franconia-Springfield,11.3
McPherson Square,Friendship Heights,1.2
McPherson Square,Gallery Place-Chinatown,8.8
McPherson Square,Georgia Avenue-Petworth,0.6
McPherson Square,Glenmont,0.5
McPherson Square,Greenbelt,1.6
McPherson Square,Grosvenor,0.1
McPherson Square,Huntington,5.3
McPherson Square,Judiciary Square,13.7
McPherson Square,King Street,31.5
McPherson Square,Landover,1.7
McPherson Square,Largo Town Center,2.9
McPherson Square,L'Enfant Plaza,82.5
McPherson Square,McPherson Square,13.3
McPherson Square,Medical Center,1.9
McPherson Square,Metro Center,18.1
McPherson Square,Minnesota Avenue,11.7
McPherson Square,Morgan Blvd.,2
McPherson Square,Mt. Vernon Square-UDC,1.4
McPherson Square,Navy Yard,11.7
McPherson Square,Naylor Road,0.7
McPherson Square,New Carrollton,17.6
McPherson Square,New York Ave,9.9
McPherson Square,Pentagon,47
McPherson Square,Pentagon City,18.5
McPherson Square,Potomac Avenue,5.7
McPherson Square,Prince George's Plaza,1.4
McPherson Square,Reagan Washington National Airport,37
McPherson Square,Rhode Island Avenue,1.5
McPherson Square,Rockville,0.3
McPherson Square,Rosslyn,217.6
McPherson Square,Shady Grove,1.1
McPherson Square,Shaw-Howard University,0.6
McPherson Square,Silver Spring,3.4
McPherson Square,Smithsonian,78.9
McPherson Square,Southern Avenue,3.9
McPherson Square,Stadium-Armory,5
McPherson Square,Suitland,3
McPherson Square,Takoma,0.6
McPherson Square,Tenleytown-AU,2.5
McPherson Square,Twinbrook,0.4
McPherson Square,U Street-Cardozo,0.2
McPherson Square,Union Station,32.9
McPherson Square,Van Dorn Street,3.1
McPherson Square,Van Ness-UDC,2.6
McPherson Square,Vienna,24.9
McPherson Square,Virginia Square-GMU,21.1
McPherson Square,Waterfront,3.4
McPherson Square,West Falls Church,68
McPherson Square,West Hyattsville,1.8
McPherson Square,Wheaton,0.4
McPherson Square,White Flint,0.1
McPherson Square,Woodley Park-Zoo,3.3
Medical Center,Addison Road,1.2
Medical Center,Anacostia,1.9
Medical Center,Archives-Navy Memorial,2.6
Medical Center,Arlington Cemetery,0.5
Medical Center,Ballston,4.7
Medical Center,Benning Road,1.6
Medical Center,Bethesda,11.4
Medical Center,Braddock Road,0.9
Medical Center,Branch Avenue,4.4
Medical Center,Brookland,5.5
Medical Center,Capitol Heights,0.8
Medical Center,Capitol South,7.5
Medical Center,Cheverly,0
Medical Center,Clarendon,3.3
Medical Center,Cleveland Park,3.8
Medical Center,College Park-U of MD,2.3
Medical Center,Columbia Heights,1.1
Medical Center,Congress Heights,1.8
Medical Center,Court House,2.5
Medical Center,Crystal City,8.7
Medical Center,Deanwood,0.1
Medical Center,Dunn Loring,0.7
Medical Center,Dupont Circle,79.6
Medical Center,East Falls Church,1
Medical Center,Eastern Market,4.2
Medical Center,Eisenhower Avenue,0.4
Medical Center,Farragut North,217.1
Medical Center,Farragut West,2.9
Medical Center,Federal Center SW,21.3
Medical Center,Federal Triangle,12.6
Medical Center,Foggy Bottom,17.5
Medical Center,Fort Totten,1
Medical Center,Franconia-Springfield,2.3
Medical Center,Friendship Heights,25.8
Medical Center,Gallery Place-Chinatown,42.4
Medical Center,Georgia Avenue-Petworth,0.2
Medical Center,Glenmont,0.5
Medical Center,Greenbelt,0.6
Medical Center,Grosvenor,4.3
Medical Center,Huntington,2.1
Medical Center,Judiciary Square,31.8
Medical Center,King Street,3.4
Medical Center,Landover,0.2
Medical Center,Largo Town Center,0.4
Medical Center,L'Enfant Plaza,28.3
Medical Center,McPherson Square,4
Medical Center,Medical Center,4.1
Medical Center,Metro Center,88.4
Medical Center,Minnesota Avenue,1.5
Medical Center,Morgan Blvd.,0
Medical Center,Mt. Vernon Square-UDC,1
Medical Center,Navy Yard,9.1
Medical Center,Naylor Road,1.6
Medical Center,New Carrollton,1.2
Medical Center,New York Ave,7.1
Medical Center,Pentagon,14.7
Medical Center,Pentagon City,3.7
Medical Center,Potomac Avenue,1.3
Medical Center,Prince George's Plaza,1
Medical Center,Reagan Washington National Airport,8.4
Medical Center,Rhode Island Avenue,0.6
Medical Center,Rockville,18
Medical Center,Rosslyn,10.5
Medical Center,Shady Grove,18.2
Medical Center,Shaw-Howard University,1.2
Medical Center,Silver Spring,0.7
Medical Center,Smithsonian,22.7
Medical Center,Southern Avenue,1
Medical Center,Stadium-Armory,1.8
Medical Center,Suitland,5.5
Medical Center,Takoma,1.2
Medical Center,Tenleytown-AU,14.6
Medical Center,Twinbrook,17
Medical Center,U Street-Cardozo,1.2
Medical Center,Union Station,49.4
Medical Center,Van Dorn Street,0.1
Medical Center,Van Ness-UDC,9.8
Medical Center,Vienna,1.7
Medical Center,Virginia Square-GMU,1.5
Medical Center,Waterfront,2.5
Medical Center,West Falls Church,1.5
Medical Center,West Hyattsville,0
Medical Center,Wheaton,0.3
Medical Center,White Flint,11
Medical Center,Woodley Park-Zoo,6.9
Metro Center,Addison Road,4.4
Metro Center,Anacostia,3.2
Metro Center,Archives-Navy Memorial,2
Metro Center,Arlington Cemetery,16.8
Metro Center,Ballston,44.2
Metro Center,Benning Road,3.1
Metro Center,Bethesda,56
Metro Center,Braddock Road,1.5
Metro Center,Branch Avenue,1.9
Metro Center,Brookland,28.9
Metro Center,Capitol Heights,2
Metro Center,Capitol South,57.9
Metro Center,Cheverly,1.5
Metro Center,Clarendon,7.8
Metro Center,Cleveland Park,6.4
Metro Center,College Park-U of MD,1.1
Metro Center,Columbia Heights,3.4
Metro Center,Congress Heights,0.8
Metro Center,Court House,24.3
Metro Center,Crystal City,8.2
Metro Center,Deanwood,1.9
Metro Center,Dunn Loring,14.9
Metro Center,Dupont Circle,58.1
Metro Center,East Falls Church,3.3
Metro Center,Eastern Market,12.5
Metro Center,Eisenhower Avenue,0.3
Metro Center,Farragut North,57.6
Metro Center,Farragut West,44.5
Metro Center,Federal Center SW,18.4
Metro Center,Federal Triangle,4.9
Metro Center,Foggy Bottom,55.2
Metro Center,Forest Glen,3.7
Metro Center,Fort Totten,5.3
Metro Center,Franconia-Springfield,7.2
Metro Center,Friendship Heights,41.7
Metro Center,Gallery Place-Chinatown,16.5
Metro Center,Georgia Avenue-Petworth,2.4
Metro Center,Glenmont,3.4
Metro Center,Greenbelt,2.6
Metro Center,Grosvenor,10.4
Metro Center,Huntington,1.5
Metro Center,Judiciary Square,65.4
Metro Center,King Street,4.9
Metro Center,Landover,1
Metro Center,Largo Town Center,7.1
Metro Center,L'Enfant Plaza,31.9
Metro Center,McPherson Square,14.5
Metro Center,Medical Center,53.9
Metro Center,Metro Center,37.4
Metro Center,Minnesota Avenue,5.7
Metro Center,Morgan Blvd.,1.3
Metro Center,Mt. Vernon Square-UDC,1.8
Metro Center,Navy Yard,3
Metro Center,Naylor Road,1.9
Metro Center,New Carrollton,21.5
Metro Center,New York Ave,106.7
Metro Center,Pentagon,10.2
Metro Center,Pentagon City,6.2
Metro Center,Potomac Avenue,2.5
Metro Center,Prince George's Plaza,1.5
Metro Center,Reagan Washington National Airport,18.5
Metro Center,Rhode Island Avenue,16
Metro Center,Rockville,15.3
Metro Center,Rosslyn,94
Metro Center,Shady Grove,17.2
Metro Center,Shaw-Howard University,2
Metro Center,Silver Spring,37.8
Metro Center,Smithsonian,39.2
Metro Center,Southern Avenue,3.5
Metro Center,Stadium-Armory,3.7
Metro Center,Suitland,1.2
Metro Center,Takoma,5
Metro Center,Tenleytown-AU,43.6
Metro Center,Twinbrook,16.6
Metro Center,U Street-Cardozo,0.8
Metro Center,Union Station,175.7
Metro Center,Van Dorn Street,1.9
Metro Center,Van Ness-UDC,29.5
Metro Center,Vienna,11.1
Metro Center,Virginia Square-GMU,11.9
Metro Center,Waterfront,3
Metro Center,West Falls Church,17.6
Metro Center,West Hyattsville,1.9
Metro Center,Wheaton,2.8
Metro Center,White Flint,15.8
Metro Center,Woodley Park-Zoo,17
Minnesota Avenue,Addison Road,6.6
Minnesota Avenue,Anacostia,23
Minnesota Avenue,Archives-Navy Memorial,15.9
Minnesota Avenue,Arlington Cemetery,0.1
Minnesota Avenue,Ballston,14.9
Minnesota Avenue,Benning Road,1.1
Minnesota Avenue,Bethesda,5.6
Minnesota Avenue,Braddock Road,3.7
Minnesota Avenue,Branch Avenue,6
Minnesota Avenue,Brookland,24.9
Minnesota Avenue,Capitol Heights,3.4
Minnesota Avenue,Capitol South,20.7
Minnesota Avenue,Cheverly,14.1
Minnesota Avenue,Clarendon,3.8
Minnesota Avenue,Cleveland Park,2.3
Minnesota Avenue,College Park-U of MD,2.6
Minnesota Avenue,Columbia Heights,31.4
Minnesota Avenue,Congress Heights,5.5
Minnesota Avenue,Court House,3.3
Minnesota Avenue,Crystal City,10.2
Minnesota Avenue,Deanwood,12.4
Minnesota Avenue,Dunn Loring,8.1
Minnesota Avenue,Dupont Circle,25.7
Minnesota Avenue,East Falls Church,2.5
Minnesota Avenue,Eastern Market,11.6
Minnesota Avenue,Eisenhower Avenue,0.7
Minnesota Avenue,Farragut North,12.2
Minnesota Avenue,Farragut West,58.5
Minnesota Avenue,Federal Center SW,26.7
Minnesota Avenue,Federal Triangle,25.5
Minnesota Avenue,Foggy Bottom,57.3
Minnesota Avenue,Forest Glen,0.4
Minnesota Avenue,Fort Totten,14.8
Minnesota Avenue,Franconia-Springfield,5.6
Minnesota Avenue,Friendship Heights,9.9
Minnesota Avenue,Gallery Place-Chinatown,12.8
Minnesota Avenue,Georgia Avenue-Petworth,25.1
Minnesota Avenue,Glenmont,1.5
Minnesota Avenue,Greenbelt,1.9
Minnesota Avenue,Grosvenor,1.2
Minnesota Avenue,Huntington,1.4
Minnesota Avenue,Judiciary Square,17
Minnesota Avenue,King Street,7.5
Minnesota Avenue,Landover,13.2
Minnesota Avenue,Largo Town Center,6.9
Minnesota Avenue,L'Enfant Plaza,47
Minnesota Avenue,McPherson Square,51.9
Minnesota Avenue,Medical Center,10.7
Minnesota Avenue,Metro Center,39.5
Minnesota Avenue,Minnesota Avenue,11.3
Minnesota Avenue,Morgan Blvd.,2.1
Minnesota Avenue,Mt. Vernon Square-UDC,8.6
Minnesota Avenue,Navy Yard,5
Minnesota Avenue,Naylor Road,2.3
Minnesota Avenue,New Carrollton,84.8
Minnesota Avenue,New York Ave,10.8
Minnesota Avenue,Pentagon,8.7
Minnesota Avenue,Pentagon City,7.2
Minnesota Avenue,Potomac Avenue,20.7
Minnesota Avenue,Prince George's Plaza,5
Minnesota Avenue,Reagan Washington National Airport,2.6
Minnesota Avenue,Rhode Island Avenue,15.5
Minnesota Avenue,Rockville,5.7
Minnesota Avenue,Rosslyn,23.6
Minnesota Avenue,Shady Grove,4.9
Minnesota Avenue,Shaw-Howard University,20.6
Minnesota Avenue,Silver Spring,9
Minnesota Avenue,Smithsonian,24.6
Minnesota Avenue,Southern Avenue,4.1
Minnesota Avenue,Stadium-Armory,38.6
Minnesota Avenue,Suitland,5.3
Minnesota Avenue,Takoma,9.3
Minnesota Avenue,Tenleytown-AU,15.5
Minnesota Avenue,Twinbrook,4.7
Minnesota Avenue,U Street-Cardozo,20
Minnesota Avenue,Union Station,10.6
Minnesota Avenue,Van Dorn Street,3.9
Minnesota Avenue,Van Ness-UDC,5
Minnesota Avenue,Vienna,3.5
Minnesota Avenue,Virginia Square-GMU,3.5
Minnesota Avenue,Waterfront,5.5
Minnesota Avenue,West Falls Church,17.2
Minnesota Avenue,West Hyattsville,2.1
Minnesota Avenue,Wheaton,4.2
Minnesota Avenue,White Flint,6
Minnesota Avenue,Woodley Park-Zoo,5.8
Morgan Blvd.,Addison Road,11.3
Morgan Blvd.,Anacostia,2.2
Morgan Blvd.,Archives-Navy Memorial,35
Morgan Blvd.,Arlington Cemetery,7.1
Morgan Blvd.,Ballston,14.2
Morgan Blvd.,Benning Road,4
Morgan Blvd.,Bethesda,14.4
Morgan Blvd.,Braddock Road,0.8
Morgan Blvd.,Branch Avenue,0.6
Morgan Blvd.,Brookland,2.4
Morgan Blvd.,Capitol Heights,2.9
Morgan Blvd.,Capitol South,29.1
Morgan Blvd.,Cheverly,0.9
Morgan Blvd.,Clarendon,2
Morgan Blvd.,Cleveland Park,0.8
Morgan Blvd.,College Park-U of MD,1.1
Morgan Blvd.,Columbia Heights,2.3
Morgan Blvd.,Congress Heights,0.5
Morgan Blvd.,Court House,6.4
Morgan Blvd.,Crystal City,22.7
Morgan Blvd.,Deanwood,1.3
Morgan Blvd.,Dunn Loring,2.6
Morgan Blvd.,Dupont Circle,14.7
Morgan Blvd.,East Falls Church,1.6
Morgan Blvd.,Eastern Market,8
Morgan Blvd.,Eisenhower Avenue,1.5
Morgan Blvd.,Farragut North,15
Morgan Blvd.,Farragut West,139.5
Morgan Blvd.,Federal Center SW,44.8
Morgan Blvd.,Federal Triangle,80.5
Morgan Blvd.,Foggy Bottom,77.7
Morgan Blvd.,Forest Glen,0.7
Morgan Blvd.,Fort Totten,1.2
Morgan Blvd.,Franconia-Springfield,3.5
Morgan Blvd.,Friendship Heights,8.5
Morgan Blvd.,Gallery Place-Chinatown,29.9
Morgan Blvd.,Georgia Avenue-Petworth,2.4
Morgan Blvd.,Glenmont,0.4
Morgan Blvd.,Greenbelt,0.9
Morgan Blvd.,Grosvenor,1
Morgan Blvd.,Huntington,1.6
Morgan Blvd.,Judiciary Square,27.5
Morgan Blvd.,King Street,5.5
Morgan Blvd.,Landover,0.3
Morgan Blvd.,Largo Town Center,9.4
Morgan Blvd.,L'Enfant Plaza,82.3
Morgan Blvd.,McPherson Square,105
Morgan Blvd.,Medical Center,13.4
Morgan Blvd.,Metro Center,80.1
Morgan Blvd.,Minnesota Avenue,1.8
Morgan Blvd.,Morgan Blvd.,2.9
Morgan Blvd.,Mt. Vernon Square-UDC,3.3
Morgan Blvd.,Navy Yard,11.9
Morgan Blvd.,Naylor Road,0.7
Morgan Blvd.,New Carrollton,7.4
Morgan Blvd.,New York Ave,13.4
Morgan Blvd.,Pentagon,27.1
Morgan Blvd.,Pentagon City,16
Morgan Blvd.,Potomac Avenue,2.7
Morgan Blvd.,Prince George's Plaza,2.3
Morgan Blvd.,Reagan Washington National Airport,3.9
Morgan Blvd.,Rhode Island Avenue,3.7
Morgan Blvd.,Rockville,1.3
Morgan Blvd.,Rosslyn,29.8
Morgan Blvd.,Shady Grove,1.4
Morgan Blvd.,Shaw-Howard University,5.6
Morgan Blvd.,Silver Spring,9.2
Morgan Blvd.,Smithsonian,62.7
Morgan Blvd.,Southern Avenue,4
Morgan Blvd.,Stadium-Armory,7.3
Morgan Blvd.,Suitland,1.5
Morgan Blvd.,Takoma,0.4
Morgan Blvd.,Tenleytown-AU,3.1
Morgan Blvd.,Twinbrook,4.1
Morgan Blvd.,U Street-Cardozo,4.6
Morgan Blvd.,Union Station,45.7
Morgan Blvd.,Van Dorn Street,0.3
Morgan Blvd.,Van Ness-UDC,3.6
Morgan Blvd.,Vienna,3
Morgan Blvd.,Virginia Square-GMU,3.5
Morgan Blvd.,Waterfront,3.6
Morgan Blvd.,West Falls Church,9.5
Morgan Blvd.,West Hyattsville,0.1
Morgan Blvd.,Wheaton,3.8
Morgan Blvd.,White Flint,3.9
Morgan Blvd.,Woodley Park-Zoo,4.8
Mt. Vernon Square-UDC,Addison Road,1.5
Mt. Vernon Square-UDC,Anacostia,21.2
Mt. Vernon Square-UDC,Archives-Navy Memorial,35.4
Mt. Vernon Square-UDC,Arlington Cemetery,2
Mt. Vernon Square-UDC,Ballston,13.6
Mt. Vernon Square-UDC,Benning Road,3.6
Mt. Vernon Square-UDC,Bethesda,18.7
Mt. Vernon Square-UDC,Braddock Road,7
Mt. Vernon Square-UDC,Branch Avenue,3.6
Mt. Vernon Square-UDC,Brookland,6.1
Mt. Vernon Square-UDC,Capitol Heights,1.4
Mt. Vernon Square-UDC,Capitol South,42.6
Mt. Vernon Square-UDC,Cheverly,0.2
Mt. Vernon Square-UDC,Clarendon,2.4
Mt. Vernon Square-UDC,Cleveland Park,2.5
Mt. Vernon Square-UDC,College Park-U of MD,10.2
Mt. Vernon Square-UDC,Columbia Heights,47.9
Mt. Vernon Square-UDC,Congress Heights,6.5
Mt. Vernon Square-UDC,Court House,4.7
Mt. Vernon Square-UDC,Crystal City,54
Mt. Vernon Square-UDC,Deanwood,1.3
Mt. Vernon Square-UDC,Dunn Loring,1.8
Mt. Vernon Square-UDC,Dupont Circle,14.8
Mt. Vernon Square-UDC,East Falls Church,0.6
Mt. Vernon Square-UDC,Eastern Market,26.9
Mt. Vernon Square-UDC,Eisenhower Avenue,5.4
Mt. Vernon Square-UDC,Farragut North,51.1
Mt. Vernon Square-UDC,Farragut West,12.3
Mt. Vernon Square-UDC,Federal Center SW,25.2
Mt. Vernon Square-UDC,Federal Triangle,7.1
Mt. Vernon Square-UDC,Foggy Bottom,29.9
Mt. Vernon Square-UDC,Forest Glen,1.4
Mt. Vernon Square-UDC,Fort Totten,8.4
Mt. Vernon Square-UDC,Franconia-Springfield,5.7
Mt. Vernon Square-UDC,Friendship Heights,11.7
Mt. Vernon Square-UDC,Gallery Place-Chinatown,17.5
Mt. Vernon Square-UDC,Georgia Avenue-Petworth,14.2
Mt. Vernon Square-UDC,Glenmont,1
Mt. Vernon Square-UDC,Greenbelt,7.4
Mt. Vernon Square-UDC,Grosvenor,2.8
Mt. Vernon Square-UDC,Huntington,11.3
Mt. Vernon Square-UDC,Judiciary Square,16
Mt. Vernon Square-UDC,King Street,45.7
Mt. Vernon Square-UDC,Landover,2.2
Mt. Vernon Square-UDC,Largo Town Center,1.4
Mt. Vernon Square-UDC,L'Enfant Plaza,109.4
Mt. Vernon Square-UDC,McPherson Square,4.7
Mt. Vernon Square-UDC,Medical Center,8.5
Mt. Vernon Square-UDC,Metro Center,13
Mt. Vernon Square-UDC,Minnesota Avenue,7.1
Mt. Vernon Square-UDC,Morgan Blvd.,0.9
Mt. Vernon Square-UDC,Mt. Vernon Square-UDC,9
Mt. Vernon Square-UDC,Navy Yard,41.6
Mt. Vernon Square-UDC,Naylor Road,1.7
Mt. Vernon Square-UDC,New Carrollton,5.5
Mt. Vernon Square-UDC,New York Ave,10.4
Mt. Vernon Square-UDC,Pentagon,47.3
Mt. Vernon Square-UDC,Pentagon City,24.8
Mt. Vernon Square-UDC,Potomac Avenue,1.1
Mt. Vernon Square-UDC,Prince George's Plaza,8.3
Mt. Vernon Square-UDC,Reagan Washington National Airport,25.9
Mt. Vernon Square-UDC,Rhode Island Avenue,5.4
Mt. Vernon Square-UDC,Rockville,5.9
Mt. Vernon Square-UDC,Rosslyn,22
Mt. Vernon Square-UDC,Shady Grove,8
Mt. Vernon Square-UDC,Shaw-Howard University,3.2
Mt. Vernon Square-UDC,Silver Spring,19.7
Mt. Vernon Square-UDC,Smithsonian,11.5
Mt. Vernon Square-UDC,Southern Avenue,5.3
Mt. Vernon Square-UDC,Stadium-Armory,5.2
Mt. Vernon Square-UDC,Suitland,12.5
Mt. Vernon Square-UDC,Takoma,4.2
Mt. Vernon Square-UDC,Tenleytown-AU,15.1
Mt. Vernon Square-UDC,Twinbrook,3
Mt. Vernon Square-UDC,U Street-Cardozo,14.1
Mt. Vernon Square-UDC,Union Station,55.1
Mt. Vernon Square-UDC,Van Dorn Street,2.2
Mt. Vernon Square-UDC,Van Ness-UDC,5
Mt. Vernon Square-UDC,Vienna,1.5
Mt. Vernon Square-UDC,Virginia Square-GMU,1
Mt. Vernon Square-UDC,Waterfront,13
Mt. Vernon Square-UDC,West Falls Church,6.3
Mt. Vernon Square-UDC,West Hyattsville,5
Mt. Vernon Square-UDC,Wheaton,1.3
Mt. Vernon Square-UDC,White Flint,2.6
Mt. Vernon Square-UDC,Woodley Park-Zoo,1.9
Navy Yard,Addison Road,0.6
Navy Yard,Anacostia,42.5
Navy Yard,Archives-Navy Memorial,68.5
Navy Yard,Arlington Cemetery,0.7
Navy Yard,Ballston,10.1
Navy Yard,Benning Road,2.1
Navy Yard,Bethesda,11
Navy Yard,Braddock Road,2.6
Navy Yard,Branch Avenue,5.6
Navy Yard,Brookland,6.1
Navy Yard,Capitol Heights,0.5
Navy Yard,Capitol South,2.9
Navy Yard,Cheverly,0.7
Navy Yard,Clarendon,4.7
Navy Yard,Cleveland Park,1.3
Navy Yard,College Park-U of MD,4.6
Navy Yard,Columbia Heights,21.6
Navy Yard,Congress Heights,8.8
Navy Yard,Court House,5.7
Navy Yard,Crystal City,17.9
Navy Yard,Deanwood,0.4
Navy Yard,Dunn Loring,2.9
Navy Yard,Dupont Circle,22.7
Navy Yard,East Falls Church,0.2
Navy Yard,Eastern Market,2.1
Navy Yard,Eisenhower Avenue,1.4
Navy Yard,Farragut North,60
Navy Yard,Farragut West,54.7
Navy Yard,Federal Center SW,5.7
Navy Yard,Federal Triangle,14.8
Navy Yard,Foggy Bottom,31.1
Navy Yard,Forest Glen,0.1
Navy Yard,Fort Totten,11.7
Navy Yard,Franconia-Springfield,4
Navy Yard,Friendship Heights,9.7
Navy Yard,Gallery Place-Chinatown,62.5
Navy Yard,Georgia Avenue-Petworth,9.5
Navy Yard,Glenmont,1.7
Navy Yard,Greenbelt,2.8
Navy Yard,Grosvenor,0.7
Navy Yard,Huntington,1.7
Navy Yard,Judiciary Square,13.5
Navy Yard,King Street,9.2
Navy Yard,Landover,0.2
Navy Yard,Largo Town Center,1.6
Navy Yard,L'Enfant Plaza,69.7
Navy Yard,McPherson Square,59
Navy Yard,Medical Center,12.5
Navy Yard,Metro Center,27.5
Navy Yard,Minnesota Avenue,3.8
Navy Yard,Morgan Blvd.,0.2
Navy Yard,Mt. Vernon Square-UDC,15.1
Navy Yard,Navy Yard,12.4
Navy Yard,Naylor Road,3.6
Navy Yard,New Carrollton,2.7
Navy Yard,New York Ave,12.7
Navy Yard,Pentagon,25.6
Navy Yard,Pentagon City,8.2
Navy Yard,Potomac Avenue,0.5
Navy Yard,Prince George's Plaza,6.8
Navy Yard,Reagan Washington National Airport,13.4
Navy Yard,Rhode Island Avenue,4.1
Navy Yard,Rockville,2.7
Navy Yard,Rosslyn,16.4
Navy Yard,Shady Grove,2.3
Navy Yard,Shaw-Howard University,13.6
Navy Yard,Silver Spring,6.9
Navy Yard,Smithsonian,6.9
Navy Yard,Southern Avenue,8.5
Navy Yard,Stadium-Armory,4.3
Navy Yard,Suitland,30.4
Navy Yard,Takoma,1.8
Navy Yard,Tenleytown-AU,23.4
Navy Yard,Twinbrook,1.4
Navy Yard,U Street-Cardozo,13
Navy Yard,Union Station,25.2
Navy Yard,Van Dorn Street,0.4
Navy Yard,Van Ness-UDC,3.8
Navy Yard,Vienna,1.9
Navy Yard,Virginia Square-GMU,1.4
Navy Yard,Waterfront,9.4
Navy Yard,West Falls Church,3.9
Navy Yard,West Hyattsville,2.1
Navy Yard,Wheaton,0.7
Navy Yard,White Flint,3.3
Navy Yard,Woodley Park-Zoo,2.1
Naylor Road,Addison Road,1.9
Naylor Road,Anacostia,51.6
Naylor Road,Archives-Navy Memorial,91.7
Naylor Road,Arlington Cemetery,1.6
Naylor Road,Ballston,18.5
Naylor Road,Benning Road,3.4
Naylor Road,Bethesda,16.6
Naylor Road,Braddock Road,6.5
Naylor Road,Branch Avenue,15
Naylor Road,Brookland,17
Naylor Road,Capitol Heights,1.5
Naylor Road,Capitol South,16.1
Naylor Road,Cheverly,2.2
Naylor Road,Clarendon,5.4
Naylor Road,Cleveland Park,1.3
Naylor Road,College Park-U of MD,12.9
Naylor Road,Columbia Heights,52.1
Naylor Road,Congress Heights,12.2
Naylor Road,Court House,5.7
Naylor Road,Crystal City,26.2
Naylor Road,Deanwood,3.2
Naylor Road,Dunn Loring,5.1
Naylor Road,Dupont Circle,32.1
Naylor Road,East Falls Church,2.9
Naylor Road,Eastern Market,3.4
Naylor Road,Eisenhower Avenue,5
Naylor Road,Farragut North,59.1
Naylor Road,Farragut West,74.4
Naylor Road,Federal Center SW,18.1
Naylor Road,Federal Triangle,30.4
Naylor Road,Foggy Bottom,60.7
Naylor Road,Forest Glen,1.5
Naylor Road,Fort Totten,20.9
Naylor Road,Franconia-Springfield,8
Naylor Road,Friendship Heights,21.1
Naylor Road,Gallery Place-Chinatown,97.4
Naylor Road,Georgia Avenue-Petworth,31.2
Naylor Road,Glenmont,1.5
Naylor Road,Greenbelt,15.8
Naylor Road,Grosvenor,3.7
Naylor Road,Huntington,9
Naylor Road,Judiciary Square,30.1
Naylor Road,King Street,19.5
Naylor Road,Landover,2.1
Naylor Road,Largo Town Center,6.5
Naylor Road,L'Enfant Plaza,101.7
Naylor Road,McPherson Square,68.8
Naylor Road,Medical Center,25.6
Naylor Road,Metro Center,40.8
Naylor Road,Minnesota Avenue,10.8
Naylor Road,Morgan Blvd.,1.7
Naylor Road,Mt. Vernon Square-UDC,21.9
